date,location,new_vaccinations_smoothed_per_million,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_per_hundred,people_fully_vaccinated_per_hundred
2020-01-22,China,,,,,
2020-01-23,China,,,,,
2020-01-24,China,,,,,
2020-01-25,China,,,,,
2020-01-26,China,,,,,
2020-01-27,China,,,,,
2020-01-28,China,,,,,
2020-01-29,China,,,,,
2020-01-30,China,,,,,
2020-01-31,China,,,,,
2020-02-01,China,,,,,
2020-02-02,China,,,,,
2020-02-03,China,,,,,
2020-02-04,China,,,,,
2020-02-05,China,,,,,
2020-02-06,China,,,,,
2020-02-07,China,,,,,
2020-02-08,China,,,,,
2020-02-09,China,,,,,
2020-02-10,China,,,,,
2020-02-11,China,,,,,
2020-02-12,China,,,,,
2020-02-13,China,,,,,
2020-02-14,China,,,,,
2020-02-15,China,,,,,
2020-02-16,China,,,,,
2020-02-17,China,,,,,
2020-02-18,China,,,,,
2020-02-19,China,,,,,
2020-02-20,China,,,,,
2020-02-21,China,,,,,
2020-02-22,China,,,,,
2020-02-23,China,,,,,
2020-02-24,China,,,,,
2020-02-25,China,,,,,
2020-02-26,China,,,,,
2020-02-27,China,,,,,
2020-02-28,China,,,,,
2020-02-29,China,,,,,
2020-03-01,China,,,,,
2020-03-02,China,,,,,
2020-03-03,China,,,,,
2020-03-04,China,,,,,
2020-03-05,China,,,,,
2020-03-06,China,,,,,
2020-03-07,China,,,,,
2020-03-08,China,,,,,
2020-03-09,China,,,,,
2020-03-10,China,,,,,
2020-03-11,China,,,,,
2020-03-12,China,,,,,
2020-03-13,China,,,,,
2020-03-14,China,,,,,
2020-03-15,China,,,,,
2020-03-16,China,,,,,
2020-03-17,China,,,,,
2020-03-18,China,,,,,
2020-03-19,China,,,,,
2020-03-20,China,,,,,
2020-03-21,China,,,,,
2020-03-22,China,,,,,
2020-03-23,China,,,,,
2020-03-24,China,,,,,
2020-03-25,China,,,,,
2020-03-26,China,,,,,
2020-03-27,China,,,,,
2020-03-28,China,,,,,
2020-03-29,China,,,,,
2020-03-30,China,,,,,
2020-03-31,China,,,,,
2020-04-01,China,,,,,
2020-04-02,China,,,,,
2020-04-03,China,,,,,
2020-04-04,China,,,,,
2020-04-05,China,,,,,
2020-04-06,China,,,,,
2020-04-07,China,,,,,
2020-04-08,China,,,,,
2020-04-09,China,,,,,
2020-04-10,China,,,,,
2020-04-11,China,,,,,
2020-04-12,China,,,,,
2020-04-13,China,,,,,
2020-04-14,China,,,,,
2020-04-15,China,,,,,
2020-04-16,China,,,,,
2020-04-17,China,,,,,
2020-04-18,China,,,,,
2020-04-19,China,,,,,
2020-04-20,China,,,,,
2020-04-21,China,,,,,
2020-04-22,China,,,,,
2020-04-23,China,,,,,
2020-04-24,China,,,,,
2020-04-25,China,,,,,
2020-04-26,China,,,,,
2020-04-27,China,,,,,
2020-04-28,China,,,,,
2020-04-29,China,,,,,
2020-04-30,China,,,,,
2020-05-01,China,,,,,
2020-05-02,China,,,,,
2020-05-03,China,,,,,
2020-05-04,China,,,,,
2020-05-05,China,,,,,
2020-05-06,China,,,,,
2020-05-07,China,,,,,
2020-05-08,China,,,,,
2020-05-09,China,,,,,
2020-05-10,China,,,,,
2020-05-11,China,,,,,
2020-05-12,China,,,,,
2020-05-13,China,,,,,
2020-05-14,China,,,,,
2020-05-15,China,,,,,
2020-05-16,China,,,,,
2020-05-17,China,,,,,
2020-05-18,China,,,,,
2020-05-19,China,,,,,
2020-05-20,China,,,,,
2020-05-21,China,,,,,
2020-05-22,China,,,,,
2020-05-23,China,,,,,
2020-05-24,China,,,,,
2020-05-25,China,,,,,
2020-05-26,China,,,,,
2020-05-27,China,,,,,
2020-05-28,China,,,,,
2020-05-29,China,,,,,
2020-05-30,China,,,,,
2020-05-31,China,,,,,
2020-06-01,China,,,,,
2020-06-02,China,,,,,
2020-06-03,China,,,,,
2020-06-04,China,,,,,
2020-06-05,China,,,,,
2020-06-06,China,,,,,
2020-06-07,China,,,,,
2020-06-08,China,,,,,
2020-06-09,China,,,,,
2020-06-10,China,,,,,
2020-06-11,China,,,,,
2020-06-12,China,,,,,
2020-06-13,China,,,,,
2020-06-14,China,,,,,
2020-06-15,China,,,,,
2020-06-16,China,,,,,
2020-06-17,China,,,,,
2020-06-18,China,,,,,
2020-06-19,China,,,,,
2020-06-20,China,,,,,
2020-06-21,China,,,,,
2020-06-22,China,,,,,
2020-06-23,China,,,,,
2020-06-24,China,,,,,
2020-06-25,China,,,,,
2020-06-26,China,,,,,
2020-06-27,China,,,,,
2020-06-28,China,,,,,
2020-06-29,China,,,,,
2020-06-30,China,,,,,
2020-07-01,China,,,,,
2020-07-02,China,,,,,
2020-07-03,China,,,,,
2020-07-04,China,,,,,
2020-07-05,China,,,,,
2020-07-06,China,,,,,
2020-07-07,China,,,,,
2020-07-08,China,,,,,
2020-07-09,China,,,,,
2020-07-10,China,,,,,
2020-07-11,China,,,,,
2020-07-12,China,,,,,
2020-07-13,China,,,,,
2020-07-14,China,,,,,
2020-07-15,China,,,,,
2020-07-16,China,,,,,
2020-07-17,China,,,,,
2020-07-18,China,,,,,
2020-07-19,China,,,,,
2020-07-20,China,,,,,
2020-07-21,China,,,,,
2020-07-22,China,,,,,
2020-07-23,China,,,,,
2020-07-24,China,,,,,
2020-07-25,China,,,,,
2020-07-26,China,,,,,
2020-07-27,China,,,,,
2020-07-28,China,,,,,
2020-07-29,China,,,,,
2020-07-30,China,,,,,
2020-07-31,China,,,,,
2020-08-01,China,,,,,
2020-08-02,China,,,,,
2020-08-03,China,,,,,
2020-08-04,China,,,,,
2020-08-05,China,,,,,
2020-08-06,China,,,,,
2020-08-07,China,,,,,
2020-08-08,China,,,,,
2020-08-09,China,,,,,
2020-08-10,China,,,,,
2020-08-11,China,,,,,
2020-08-12,China,,,,,
2020-08-13,China,,,,,
2020-08-14,China,,,,,
2020-08-15,China,,,,,
2020-08-16,China,,,,,
2020-08-17,China,,,,,
2020-08-18,China,,,,,
2020-08-19,China,,,,,
2020-08-20,China,,,,,
2020-08-21,China,,,,,
2020-08-22,China,,,,,
2020-08-23,China,,,,,
2020-08-24,China,,,,,
2020-08-25,China,,,,,
2020-08-26,China,,,,,
2020-08-27,China,,,,,
2020-08-28,China,,,,,
2020-08-29,China,,,,,
2020-08-30,China,,,,,
2020-08-31,China,,,,,
2020-09-01,China,,,,,
2020-09-02,China,,,,,
2020-09-03,China,,,,,
2020-09-04,China,,,,,
2020-09-05,China,,,,,
2020-09-06,China,,,,,
2020-09-07,China,,,,,
2020-09-08,China,,,,,
2020-09-09,China,,,,,
2020-09-10,China,,,,,
2020-09-11,China,,,,,
2020-09-12,China,,,,,
2020-09-13,China,,,,,
2020-09-14,China,,,,,
2020-09-15,China,,,,,
2020-09-16,China,,,,,
2020-09-17,China,,,,,
2020-09-18,China,,,,,
2020-09-19,China,,,,,
2020-09-20,China,,,,,
2020-09-21,China,,,,,
2020-09-22,China,,,,,
2020-09-23,China,,,,,
2020-09-24,China,,,,,
2020-09-25,China,,,,,
2020-09-26,China,,,,,
2020-09-27,China,,,,,
2020-09-28,China,,,,,
2020-09-29,China,,,,,
2020-09-30,China,,,,,
2020-10-01,China,,,,,
2020-10-02,China,,,,,
2020-10-03,China,,,,,
2020-10-04,China,,,,,
2020-10-05,China,,,,,
2020-10-06,China,,,,,
2020-10-07,China,,,,,
2020-10-08,China,,,,,
2020-10-09,China,,,,,
2020-10-10,China,,,,,
2020-10-11,China,,,,,
2020-10-12,China,,,,,
2020-10-13,China,,,,,
2020-10-14,China,,,,,
2020-10-15,China,,,,,
2020-10-16,China,,,,,
2020-10-17,China,,,,,
2020-10-18,China,,,,,
2020-10-19,China,,,,,
2020-10-20,China,,,,,
2020-10-21,China,,,,,
2020-10-22,China,,,,,
2020-10-23,China,,,,,
2020-10-24,China,,,,,
2020-10-25,China,,,,,
2020-10-26,China,,,,,
2020-10-27,China,,,,,
2020-10-28,China,,,,,
2020-10-29,China,,,,,
2020-10-30,China,,,,,
2020-10-31,China,,,,,
2020-11-01,China,,,,,
2020-11-02,China,,,,,
2020-11-03,China,,,,,
2020-11-04,China,,,,,
2020-11-05,China,,,,,
2020-11-06,China,,,,,
2020-11-07,China,,,,,
2020-11-08,China,,,,,
2020-11-09,China,,,,,
2020-11-10,China,,,,,
2020-11-11,China,,,,,
2020-11-12,China,,,,,
2020-11-13,China,,,,,
2020-11-14,China,,,,,
2020-11-15,China,,,,,
2020-11-16,China,,,,,
2020-11-17,China,,,,,
2020-11-18,China,,,,,
2020-11-19,China,,,,,
2020-11-20,China,,,,,
2020-11-21,China,,,,,
2020-11-22,China,,,,,
2020-11-23,China,,,,,
2020-11-24,China,,,,,
2020-11-25,China,,,,,
2020-11-26,China,,,,,
2020-11-27,China,,,,,
2020-11-28,China,,,,,
2020-11-29,China,,,,,
2020-11-30,China,,,,,
2020-12-01,China,,,,,
2020-12-02,China,,,,,
2020-12-03,China,,,,,
2020-12-04,China,,,,,
2020-12-05,China,,,,,
2020-12-06,China,,,,,
2020-12-07,China,,,,,
2020-12-08,China,,,,,
2020-12-09,China,,,,,
2020-12-10,China,,,,,
2020-12-11,China,,,,,
2020-12-12,China,,,,,
2020-12-13,China,,,,,
2020-12-14,China,,,,,
2020-12-15,China,,,1500000.0,0.1,
2020-12-16,China,130.0,187500.0,,,
2020-12-17,China,130.0,187500.0,,,
2020-12-18,China,130.0,187500.0,,,
2020-12-19,China,130.0,187500.0,,,
2020-12-20,China,130.0,187500.0,,,
2020-12-21,China,130.0,187500.0,,,
2020-12-22,China,130.0,187500.0,,,
2020-12-23,China,130.0,187500.0,,,
2020-12-24,China,130.0,187500.0,,,
2020-12-25,China,130.0,187500.0,,,
2020-12-26,China,130.0,187500.0,,,
2020-12-27,China,130.0,187500.0,,,
2020-12-28,China,130.0,187500.0,,,
2020-12-29,China,130.0,187500.0,,,
2020-12-30,China,130.0,187500.0,,,
2020-12-31,China,130.0,187500.0,4500000.0,0.31,
2021-01-01,China,161.0,232143.0,,,
2021-01-02,China,192.0,276786.0,,,
2021-01-03,China,223.0,321429.0,,,
2021-01-04,China,253.0,366071.0,,,
2021-01-05,China,284.0,410714.0,,,
2021-01-06,China,315.0,455357.0,,,
2021-01-07,China,346.0,500000.0,,,
2021-01-08,China,346.0,500000.0,,,
2021-01-09,China,346.0,500000.0,9000000.0,0.62,
2021-01-10,China,321.0,464286.0,,,
2021-01-11,China,297.0,428571.0,,,
2021-01-12,China,272.0,392857.0,,,
2021-01-13,China,247.0,357143.0,10000000.0,0.69,
2021-01-14,China,268.0,387755.0,,,
2021-01-15,China,290.0,418367.0,,,
2021-01-16,China,311.0,448980.0,,,
2021-01-17,China,357.0,515306.0,,,
2021-01-18,China,403.0,581633.0,,,
2021-01-19,China,449.0,647959.0,,,
2021-01-20,China,495.0,714286.0,15000000.0,1.04,
2021-01-21,China,534.0,770755.0,,,
2021-01-22,China,573.0,827224.0,,,
2021-01-23,China,612.0,883694.0,,,
2021-01-24,China,651.0,940163.0,,,
2021-01-25,China,690.0,996633.0,,,
2021-01-26,China,729.0,1053102.0,,,
2021-01-27,China,768.0,1109571.0,22767000.0,1.58,
2021-01-28,China,689.0,995097.0,,,
2021-01-29,China,610.0,880622.0,,,
2021-01-30,China,530.0,766148.0,,,
2021-01-31,China,451.0,651673.0,24000000.0,1.66,
2021-02-01,China,579.0,836020.0,,,
2021-02-02,China,707.0,1020367.0,,,
2021-02-03,China,834.0,1204714.0,31200000.0,2.16,
2021-02-04,China,957.0,1382583.0,,,
2021-02-05,China,1080.0,1560452.0,,,
2021-02-06,China,1204.0,1738321.0,,,
2021-02-07,China,1327.0,1916190.0,,,
2021-02-08,China,1243.0,1795238.0,,,
2021-02-09,China,1159.0,1674286.0,40520000.0,2.81,
